id,pubtime,title,des,content,img,url,time,address,type,gname,nwound,nkill,total
1,2018-02-03 03:15,土耳其政府：安卡拉税务监察局大楼发生爆炸，为恐怖事件,据土耳其首都安卡拉地区行政长官星期五在声明中表示，安卡拉的丘库拉姆巴尔区税务监察局大楼发生爆炸，已经确定该起事件为恐怖袭击。犯罪嫌疑人与叙利亚“库尔德民主联盟党(PYD)”有关。,据土耳其首都安卡拉地区行政长官星期五在声明中表示，安卡拉的丘库拉姆巴尔区税务监察局大楼发生爆炸，已经确定该起事件为恐怖袭击。犯罪嫌疑人与叙利亚“库尔德民主联盟党(PYD)”有关。,http://sputniknews.cn/images/102231/72/1022317292.jpg;http://sputniknews.cn/images/102139/64/1021396450.jpg,http://sputniknews.cn/politics/201802031024623408/,,,None,unknown,0,0,"dead:0, hurt:0"
2,2017-08-14 12:33,布基纳法索首都咖啡馆袭击者被消灭,俄罗斯卫星通讯社莫斯科8月14日电 外媒援引布基纳法索通信部长的话报道称，该国安全部队消灭了3名袭击瓦加杜古咖啡馆的武装分子，袭击造成17人死亡。,俄罗斯卫星通讯社莫斯科8月14日电 外媒援引布基纳法索通信部长的话报道称，该国安全部队消灭了3名袭击瓦加杜古咖啡馆的武装分子，袭击造成17人死亡。,http://sputniknews.cn/images/102335/39/1023353990.jpg;http://sputniknews.cn/images/102335/33/1023353335.jpg,http://sputniknews.cn/politics/201708141023353767/,,,None,unknown,0,0,"dead:0, hurt:0"
3,2017-07-20 09:13,美国务院：2016年伊拉克恐袭的数量上升 而叙利亚下降,俄罗斯卫星通讯社华盛顿7月20日电 美国国务院反恐事物协调员斯贝瑞尔（Justin Siberell）表示，2016年世界上恐怖袭击及其受害者的数量比2015年下降；伊拉克恐袭数量有所上升，叙利亚有所下降。,俄罗斯卫星通讯社华盛顿7月20日电 美国国务院反恐事物协调员斯贝瑞尔（Justin Siberell）表示，2016年世界上恐怖袭击及其受害者的数量比2015年下降；伊拉克恐袭数量有所上升，叙利亚有所下降。,http://sputniknews.cn/images/102307/53/1023075310.jpg;http://sputniknews.cn/images/102109/42/1021094294.jpg,http://sputniknews.cn/society/201707201023159342/,,,None,unknown,0,0,"dead:0, hurt:0"
4,2018-01-22 14:51,印度强烈谴责喀布尔洲际酒店的恐怖袭击,俄罗斯卫星通讯社新德里1月22日电 俄罗斯卫星通讯社所获得的印度外交部发布的声明称，新德里强烈谴责恐怖分子对阿富汗首都喀布尔洲际酒店的攻击，并向遇难者亲人表示慰问。,俄罗斯卫星通讯社新德里1月22日电 俄罗斯卫星通讯社所获得的印度外交部发布的声明称，新德里强烈谴责恐怖分子对阿富汗首都喀布尔洲际酒店的攻击，并向遇难者亲人表示慰问。,http://sputniknews.cn/images/102452/65/1024526544.jpg;http://sputniknews.cn/images/102157/93/1021579362.jpg,http://sputniknews.cn/military/201801221024531361/,,,None,unknown,0,0,"dead:0, hurt:0"
5,2017-08-18 02:44,当地媒体称，巴塞罗那一名恐袭嫌疑人被击毙,俄罗斯卫星通讯社马德里8月17日电 据西班牙《La Vanguardia》报道称，巴塞罗那恐袭事件一名嫌疑人在与警方交火期间被击毙。,俄罗斯卫星通讯社马德里8月17日电 据西班牙《La Vanguardia》报道称，巴塞罗那恐袭事件一名嫌疑人在与警方交火期间被击毙。,http://sputniknews.cn/images/102338/80/1023388017.jpg;http://sputniknews.cn/images/102338/92/1023389228.jpg,http://sputniknews.cn/society/201708181023389437/,,,None,unknown,0,0,"dead:0, hurt:0"
6,2017-08-18 18:06,媒体：西班牙加泰罗尼亚警方正在搜寻2名恐袭涉案人员和货车,卫星通讯社马德里8月18日电 Cadena Ser电台报道，西班牙加泰罗尼亚自治区护法部门正在搜寻2名恐袭涉案嫌疑人以及恐怖分子驾驶的第三辆厢式货车。,卫星通讯社马德里8月18日电 Cadena Ser电台报道，西班牙加泰罗尼亚自治区护法部门正在搜寻2名恐袭涉案嫌疑人以及恐怖分子驾驶的第三辆厢式货车。,http://sputniknews.cn/images/102339/46/1023394630.jpg;http://sputniknews.cn/images/102225/36/1022253658.jpg,http://sputniknews.cn/politics/201708181023394818/,,,None,unknown,0,0,"dead:0, hurt:0"
7,2017-11-25 20:25,媒体：埃及北西奈省埋葬清真寺恐袭遇难者的工作持续了一夜,俄罗斯卫星通讯社开罗11月25日电 24日一座清真寺遭到恐怖袭击的埃及北西奈省比尔阿卜德镇埋葬可怕悲剧遇难者的工作持续了一夜，这次袭击造成235人死亡。,俄罗斯卫星通讯社开罗11月25日电 24日一座清真寺遭到恐怖袭击的埃及北西奈省比尔阿卜德镇埋葬可怕悲剧遇难者的工作持续了一夜，这次袭击造成235人死亡。,http://sputniknews.cn/images/102413/29/1024132936.jpg;http://sputniknews.cn/images/102412/97/1024129728.jpg,http://sputniknews.cn/society/201711251024132955/,,,None,unknown,0,0,"dead:0, hurt:0"
8,2017-08-18 23:43,5名恐怖分子驾车在坎布里尔斯冲撞人群 一名警官击毙其中4人,俄罗斯卫星通讯社莫斯科8月18日电 据西班牙《世界报》（El Mundo）报道，5名恐怖分子在距巴塞罗那120公里的旅游城市坎布里尔斯驾车冲撞人群，一名加泰罗尼亚警官击毙其中的4名。,俄罗斯卫星通讯社莫斯科8月18日电 据西班牙《世界报》（El Mundo）报道，5名恐怖分子在距巴塞罗那120公里的旅游城市坎布里尔斯驾车冲撞人群，一名加泰罗尼亚警官击毙其中的4名。,http://sputniknews.cn/images/102339/93/1023399342.jpg;http://sputniknews.cn/images/102339/00/1023390005.jpg,http://sputniknews.cn/politics/201708181023399322/,,,None,unknown,0,0,"dead:0, hurt:0"
9,2017-08-18 01:26,巴塞罗那市中心发生恐怖袭击 有人员伤亡,巴塞罗那警方称市中心发生恐怖袭击。据媒体报道，死亡人数可能会达到13人，50人受伤。,巴塞罗那警方称市中心发生恐怖袭击。据媒体报道，死亡人数可能会达到13人，50人受伤。,http://sputniknews.cn/images/102338/82/1023388243.jpg;http://sputniknews.cn/images/102338/85/1023388502.jpg,http://sputniknews.cn/society/201708181023388810/,,,,unknown,0,0,"dead:0, hurt:0"
10,2018-02-02 13:11,日本外务省提醒该国公民赴平昌冬奥会旅游期间注意安全,俄罗斯卫星通讯社东京2月2日电 日本外务省网站发布消息称，鉴于朝鲜威胁和犯罪率，提醒该国公民赴平昌冬奥会旅游期间注意安全。,俄罗斯卫星通讯社东京2月2日电 日本外务省网站发布消息称，鉴于朝鲜威胁和犯罪率，提醒该国公民赴平昌冬奥会旅游期间注意安全。,http://sputniknews.cn/images/102450/26/1024502699.jpg;http://sputniknews.cn/images/102156/40/1021564034.jpg,http://sputniknews.cn/society/201802021024617246/,,,None,unknown,0,0,"dead:0, hurt:0"
11,2017-06-30 09:03,俄议员：美国不相信武装分子使用化武计划说明基地组织是其“在政权更迭方面的盟友”,俄罗斯卫星通讯社莫斯科6月30日电 俄议员阿列克谢∙普什科夫称，美国务院拒绝讨论与叙化武有关的潜在挑衅，因为“基地组织”是“美国在政权更迭方面的盟友”。,俄罗斯卫星通讯社莫斯科6月30日电 俄议员阿列克谢∙普什科夫称，美国务院拒绝讨论与叙化武有关的潜在挑衅，因为“基地组织”是“美国在政权更迭方面的盟友”。,http://sputniknews.cn/images/101418/10/1014181001.jpg;http://sputniknews.cn/images/102227/11/1022271150.jpg,http://sputniknews.cn/politics/201706301022985109/,,,None,unknown,0,0,"dead:0, hurt:0"
12,2018-01-05 01:35,电视台：至少10人在喀布尔爆炸中死亡，数十人受伤,据1 TV电视台援引目击者消息表示，至少10人在喀布尔爆炸中死亡，数十人受伤。,据1 TV电视台援引目击者消息表示，至少10人在喀布尔爆炸中死亡，数十人受伤。,http://sputniknews.cn/images/102025/36/1020253658.jpg;http://sputniknews.cn/images/102274/69/1022746989.jpg,http://sputniknews.cn/politics/201801051024420122/,,,None,unknown,0,0,"dead:0, hurt:0"
13,2017-10-23 18:51,印度外交部：缅甸局势只能通过难民归国的方式解决,俄罗斯卫星通讯社新德里10月23日电 印度外交部长苏诗马·斯瓦拉吉表示，只有罗兴亚难民返回缅甸若开邦，该国局势才有可能恢复。,俄罗斯卫星通讯社新德里10月23日电 印度外交部长苏诗马·斯瓦拉吉表示，只有罗兴亚难民返回缅甸若开邦，该国局势才有可能恢复。,http://sputniknews.cn/images/102358/55/1023585584.jpg;http://sputniknews.cn/images/102356/74/1023567487.jpg,http://sputniknews.cn/politics/201710231023871215/,,,None,unknown,0,0,"dead:0, hurt:0"
14,2017-09-22 20:00,西班牙警方拘留一名加泰罗尼亚恐袭案嫌疑人,俄罗斯卫星通讯社莫斯科9月22日电 西班牙内政部长胡安·伊格纳西奥·索伊多表示，西班牙国民警卫队拘留了一名加泰罗尼亚恐袭案的涉案嫌疑人。,俄罗斯卫星通讯社莫斯科9月22日电 西班牙内政部长胡安·伊格纳西奥·索伊多表示，西班牙国民警卫队拘留了一名加泰罗尼亚恐袭案的涉案嫌疑人。,http://sputniknews.cn/images/102339/74/1023397406.jpg;http://sputniknews.cn/images/102077/04/1020770488.jpg,http://sputniknews.cn/politics/201709221023655306/,,,None,unknown,0,0,"dead:0, hurt:0"
15,2017-10-25 18:15,柏林警方扣押一名被怀疑与伊斯兰教主义有关的男子,俄罗斯卫星通讯社柏林10月25日电 柏林检察院和警方发布的联合声明中称，该市警方已经扣押一名被怀疑与伊斯兰教主义有关的男子，并在行动期间没收了武器和弹药。,俄罗斯卫星通讯社柏林10月25日电 柏林检察院和警方发布的联合声明中称，该市警方已经扣押一名被怀疑与伊斯兰教主义有关的男子，并在行动期间没收了武器和弹药。,http://sputniknews.cn/images/102388/62/1023886266.jpg;http://sputniknews.cn/images/102386/20/1023862065.jpg,http://sputniknews.cn/society/201710251023886425/,,,None,unknown,0,0,"dead:0, hurt:0"
16,2018-01-20 16:03,媒体：委内瑞拉叛变警察被击中头部而亡,俄罗斯卫星通讯社墨西哥城1月20日电 委内瑞拉上周在卡拉卡斯特别行动中击毙的叛变警察奥斯卡∙佩雷斯是被击中头部而死亡。,俄罗斯卫星通讯社墨西哥城1月20日电 委内瑞拉上周在卡拉卡斯特别行动中击毙的叛变警察奥斯卡∙佩雷斯是被击中头部而死亡。,http://sputniknews.cn/images/102452/38/1024523878.jpg;http://sputniknews.cn/images/102294/46/1022944696.jpg,http://sputniknews.cn/politics/201801201024523917/,,,None,unknown,0,0,"dead:0, hurt:0"
17,2017-09-12 21:20,俄军向叙代尔祖尔运送10余吨人道主义物资,俄罗斯卫星通讯社赫梅米姆（叙利亚）9月12日电 俄驻叙军队集群参谋长亚历山大∙拉宾中将表示，俄军向已解除封锁的叙代尔祖尔地区运送超过10吨人道主义援助物资。,俄罗斯卫星通讯社赫梅米姆（叙利亚）9月12日电 俄驻叙军队集群参谋长亚历山大∙拉宾中将表示，俄军向已解除封锁的叙代尔祖尔地区运送超过10吨人道主义援助物资。,http://sputniknews.cn/images/102171/95/1021719501.jpg;http://sputniknews.cn/images/102358/07/1023580757.jpg,http://sputniknews.cn/russia/201709121023581659/,,,None,unknown,0,0,"dead:0, hurt:0"
18,2017-08-23 15:12,美中情局前雇员：美国对巴基斯坦的强硬态度或影响对阿资源输送,俄罗斯卫星通讯社华盛顿8月23日电 美国中情局前工作人员菲尔∙吉拉尔迪向卫星通讯社表示，鉴于伊斯兰堡可以随时破坏美国和北约向阿富汗输送资源的重要线路，美国总统特朗普承诺对巴基斯坦采取更强硬立场的表态可能会有不愉快的后果。,俄罗斯卫星通讯社华盛顿8月23日电 美国中情局前工作人员菲尔∙吉拉尔迪向卫星通讯社表示，鉴于伊斯兰堡可以随时破坏美国和北约向阿富汗输送资源的重要线路，美国总统特朗普承诺对巴基斯坦采取更强硬立场的表态可能会有不愉快的后果。,http://sputniknews.cn/images/102135/20/1021352087.jpg;http://sputniknews.cn/images/102339/85/1023398520.jpg,http://sputniknews.cn/military/201708231023427398/,,,None,unknown,0,0,"dead:0, hurt:0"
19,2017-06-19 20:53,民调：美国人相信特朗普保护美国不受恐袭伤害,俄罗斯卫星通讯社莫斯科6月19日电 美国盖洛普咨询公司调查数据显示，自2017年1月特朗普就任美国总统以来，相信政府能够保护美国免受恐怖主义袭击的美国人上升至近70%，与2016年相比增加了15%。,俄罗斯卫星通讯社莫斯科6月19日电 美国盖洛普咨询公司调查数据显示，自2017年1月特朗普就任美国总统以来，相信政府能够保护美国免受恐怖主义袭击的美国人上升至近70%，与2016年相比增加了15%。,http://sputniknews.cn/images/102250/17/1022501751.jpg;http://sputniknews.cn/images/102214/03/1022140376.jpg,http://sputniknews.cn/politics/201706191022894918/,,,None,unknown,0,0,"dead:0, hurt:0"
20,2017-09-18 09:38,代尔祖尔事件后美国望加强与俄在叙合作,俄罗斯卫星通讯社华盛顿9月18日电 《华盛顿邮报》9月17日报道称，美国希望加强与俄军在叙利亚空域的合作。,俄罗斯卫星通讯社华盛顿9月18日电 《华盛顿邮报》9月17日报道称，美国希望加强与俄军在叙利亚空域的合作。,http://sputniknews.cn/images/102037/74/1020377499.jpg;http://sputniknews.cn/images/101987/44/1019874456.jpg,http://sputniknews.cn/military/201709181023619507/,,,None,unknown,0,0,"dead:0, hurt:0"
21,2018-01-28 02:03,俄内务部：圣彼得堡市多家商场遭“诈弹”威胁,俄罗斯卫星通讯社莫斯科1月27日电 圣彼得堡市内务总局发言人表示，一伙身份不明人士报警称，该市多家商场内安置炸弹，随后被证实是虚假信息。,俄罗斯卫星通讯社莫斯科1月27日电 圣彼得堡市内务总局发言人表示，一伙身份不明人士报警称，该市多家商场内安置炸弹，随后被证实是虚假信息。,http://sputniknews.cn/images/102437/59/1024375903.jpg;http://sputniknews.cn/images/102432/68/1024326832.jpg,http://sputniknews.cn/russia/201801281024577585/,,,None,unknown,0,0,"dead:0, hurt:0"
22,2017-09-04 11:57,乌安全局指责俄情报部门参与在乌境内的恐袭,俄罗斯卫星通讯社莫斯科9月4日电 乌克兰安全局局长瓦西里∙格利察克向俄联邦安全局局长亚历山大∙博尔特尼科夫喊话，指责俄情报部门在乌境内组织恐怖袭击。,俄罗斯卫星通讯社莫斯科9月4日电 乌克兰安全局局长瓦西里∙格利察克向俄联邦安全局局长亚历山大∙博尔特尼科夫喊话，指责俄情报部门在乌境内组织恐怖袭击。,http://sputniknews.cn/images/102259/54/1022595403.jpg;http://sputniknews.cn/images/102351/02/1023510220.jpg,http://sputniknews.cn/politics/201709041023511862/,,,None,unknown,0,0,"dead:0, hurt:0"
23,2017-08-18 23:38,美国国务卿确认一名美国人在巴塞罗那恐怖袭击期间死亡,俄罗斯卫星通讯社华盛顿8月18日电 美国国务卿蒂勒森确认，一名美国公民在巴塞罗那恐怖袭击期间死亡。,俄罗斯卫星通讯社华盛顿8月18日电 美国国务卿蒂勒森确认，一名美国公民在巴塞罗那恐怖袭击期间死亡。,http://sputniknews.cn/images/102339/00/1023390004.jpg;http://sputniknews.cn/images/102339/74/1023397407.jpg,http://sputniknews.cn/society/201708181023399303/,,,None,unknown,0,0,"dead:0, hurt:0"
24,2017-11-02 06:53,美联邦调查局：不再通缉纽约恐袭第二名嫌犯,俄罗斯卫星通讯社华盛顿11月2日电 美国政府不再通缉10月31日纽约恐袭事件第二名嫌疑人。,俄罗斯卫星通讯社华盛顿11月2日电 美国政府不再通缉10月31日纽约恐袭事件第二名嫌疑人。,http://sputniknews.cn/images/102394/21/1023942136.jpg;http://sputniknews.cn/images/102393/63/1023936320.jpg,http://sputniknews.cn/society/201711021023950033/,,,None,unknown,0,0,"dead:0, hurt:0"
25,2017-07-19 23:10,卢甘斯克人民共和国：安全部扣押的男子已经承认试图发动恐怖袭击,俄罗斯卫星通讯社卢甘斯克7月19日电 卢甘斯克人民共和国国家安全部新闻处主任柳边科表示，此前被扣押的男子已经承认，试图在卢甘斯克针对外国人发动恐怖袭击。,俄罗斯卫星通讯社卢甘斯克7月19日电 卢甘斯克人民共和国国家安全部新闻处主任柳边科表示，此前被扣押的男子已经承认，试图在卢甘斯克针对外国人发动恐怖袭击。,http://sputniknews.cn/images/101337/27/1013372766.jpg;http://sputniknews.cn/images/102314/55/1023145576.jpg,http://sputniknews.cn/society/201707191023157652/,,,None,unknown,0,0,"dead:0, hurt:0"
26,2017-12-18 05:33,媒体：巴基斯坦教堂遇袭事件死亡人数升至9人,俄罗斯卫星通讯社莫斯科电 Geo TV电视台引述巴基斯坦卫生部发言人巴伊戈的话报道称，周日该国南部奎达市教堂爆炸导致死亡人数升至9人，另有50多人受伤。,俄罗斯卫星通讯社莫斯科电 Geo TV电视台引述巴基斯坦卫生部发言人巴伊戈的话报道称，周日该国南部奎达市教堂爆炸导致死亡人数升至9人，另有50多人受伤。,http://sputniknews.cn/images/102415/37/1024153750.jpg;http://sputniknews.cn/images/102430/25/1024302590.jpg,http://sputniknews.cn/society/201712181024303356/,,,None,unknown,0,0,"dead:0, hurt:0"
27,2017-12-31 18:33,英大臣：3000多名潜在恐怖份子威胁英国安全,俄罗斯卫星通讯社莫斯科12月31日电 英国安全事务国务大臣本•华莱士在接受《星期日泰晤士报》采访时表示，3000多名潜在恐怖份子对英国居民安全构成严重威胁。,俄罗斯卫星通讯社莫斯科12月31日电 英国安全事务国务大臣本•华莱士在接受《星期日泰晤士报》采访时表示，3000多名潜在恐怖份子对英国居民安全构成严重威胁。,http://sputniknews.cn/images/102390/52/1023905239.jpg;http://sputniknews.cn/images/102215/79/1022157904.jpg,http://sputniknews.cn/society/201712311024397108/,,,None,unknown,0,0,"dead:0, hurt:0"
28,2017-11-01 16:08,俄议员：俄方愿协助美国调查纽约恐袭案,俄罗斯卫星通讯社莫斯科11月1日电 俄罗斯联邦委员会国际事务委员会主席康斯坦丁∙科萨切夫向俄罗斯卫星通讯社表示，俄方愿协助美国调查纽约恐袭案，反恐问题的重要性高于国家间分歧。,俄罗斯卫星通讯社莫斯科11月1日电 俄罗斯联邦委员会国际事务委员会主席康斯坦丁∙科萨切夫向俄罗斯卫星通讯社表示，俄方愿协助美国调查纽约恐袭案，反恐问题的重要性高于国家间分歧。,http://sputniknews.cn/images/102392/99/1023929927.jpg;http://sputniknews.cn/images/102394/08/1023940835.jpg,http://sputniknews.cn/society/201711011023941055/,,,None,unknown,0,0,"dead:0, hurt:0"
29,2017-11-15 14:31,英国调查人员发现419个提及脱欧的“涉俄”推特账户,俄罗斯卫星通讯社莫斯科11月15日电 据英国《卫报》报道，苏格兰爱丁堡大学的研究人员在推特上发现超过400个似乎与俄罗斯有关的账户，用于发布有关英国脱欧的消息。,俄罗斯卫星通讯社莫斯科11月15日电 据英国《卫报》报道，苏格兰爱丁堡大学的研究人员在推特上发现超过400个似乎与俄罗斯有关的账户，用于发布有关英国脱欧的消息。,http://sputniknews.cn/images/102202/40/1022024093.jpg;http://sputniknews.cn/images/101994/86/1019948617.jpg,http://sputniknews.cn/politics/201711151024053605/,,,None,unknown,0,0,"dead:0, hurt:0"
30,2017-12-22 11:51,土耳其有意与俄罗斯在反恐方面同步立法,俄罗斯卫星通讯社莫斯科12月22日电 俄罗斯国家杜马安全与反腐败委员会副主席阿纳托利•维博尔内在访问安卡拉后对卫星通讯社表示，土耳其有意与俄罗斯在打击恐怖主义方面同步立法，加强关系的第一阶段可以是俄罗斯国家杜马与土耳其大国民议会之间的合作协议。,俄罗斯卫星通讯社莫斯科12月22日电 俄罗斯国家杜马安全与反腐败委员会副主席阿纳托利•维博尔内在访问安卡拉后对卫星通讯社表示，土耳其有意与俄罗斯在打击恐怖主义方面同步立法，加强关系的第一阶段可以是俄罗斯国家杜马与土耳其大国民议会之间的合作协议。,http://sputniknews.cn/images/102433/66/1024336636.jpg;http://sputniknews.cn/images/102425/94/1024259465.jpg,http://sputniknews.cn/politics/201712221024336650/,,,None,unknown,0,0,"dead:0, hurt:0"
31,2018-01-23 06:41,土耳其驳斥有关其军队在叙阿夫林袭击平民的消息,俄罗斯卫星通讯社安卡拉1月23日电 土耳其副总理博兹达22日表示，有关土耳其军队对叙利亚阿夫林地区的平民实施打击的消息系黑色宣传。,俄罗斯卫星通讯社安卡拉1月23日电 土耳其副总理博兹达22日表示，有关土耳其军队对叙利亚阿夫林地区的平民实施打击的消息系黑色宣传。,http://sputniknews.cn/images/102450/49/1024504998.jpg;http://sputniknews.cn/images/102399/23/1023992378.jpg,http://sputniknews.cn/military/201801231024538389/,,,None,unknown,0,0,"dead:0, hurt:0"
32,2017-08-03 15:45,媒体：印度2名军人在克什米尔与武装发生冲突时死亡,俄罗斯卫星通讯社新德里8月3日电 印度查谟-克什米尔邦警方代表表示，印度2名军人在在该邦与武装分子发生冲突时死亡。,俄罗斯卫星通讯社新德里8月3日电 印度查谟-克什米尔邦警方代表表示，印度2名军人在在该邦与武装分子发生冲突时死亡。,http://sputniknews.cn/images/102327/10/1023271062.jpg;http://sputniknews.cn/images/102321/86/1023218660.jpg,http://sputniknews.cn/military/201708031023271149/,,,None,unknown,0,0,"dead:0, hurt:0"
33,2018-03-15 13:24,2017年俄罗斯遭受的大部分黑客袭击目的为窃取金钱,全俄紧急情况监测和预报中心“Antistikhia”消息称，2017年，70%以上对俄罗斯信息设施的黑客袭击主要目的是勒索或窃取金融资产。,全俄紧急情况监测和预报中心“Antistikhia”消息称，2017年，70%以上对俄罗斯信息设施的黑客袭击主要目的是勒索或窃取金融资产。,http://sputniknews.cn/images/102183/61/1021836101.jpg;http://sputniknews.cn/images/102371/60/1023716044.jpg,http://sputniknews.cn/society/201803151024913136/,,,None,unknown,0,0,"dead:0, hurt:0"
34,2017-08-02 12:16,媒体：澳恐袭策划案一名嫌疑人获释,俄罗斯卫星通讯社莫斯科8月2日电 澳大利亚SBS World News电视台援引联邦警察和新南威尔士州警方的联合声明称，该国因策划飞机恐袭案被拘的4名嫌疑人其中一人已经获释。,俄罗斯卫星通讯社莫斯科8月2日电 澳大利亚SBS World News电视台援引联邦警察和新南威尔士州警方的联合声明称，该国因策划飞机恐袭案被拘的4名嫌疑人其中一人已经获释。,http://sputniknews.cn/images/102041/87/1020418745.jpg;http://sputniknews.cn/images/102325/06/1023250682.jpg,http://sputniknews.cn/society/201708021023260509/,,,None,unknown,0,0,"dead:0, hurt:0"
35,2017-10-09 09:22,真主党：美国使用空军来保护IS免遭叙军打击,俄罗斯卫星通讯社代尔祖尔10月9日电  据黎巴嫩真主党秘书长哈桑•纳斯鲁拉在艾玛纳电视台（Al-Manar TV）直播中称，美国空军正保护残存的伊斯兰国恐怖组织力量免遭叙政府军打击。,俄罗斯卫星通讯社代尔祖尔10月9日电  据黎巴嫩真主党秘书长哈桑•纳斯鲁拉在艾玛纳电视台（Al-Manar TV）直播中称，美国空军正保护残存的伊斯兰国恐怖组织力量免遭叙政府军打击。,http://sputniknews.cn/images/102035/13/1020351376.jpg;http://sputniknews.cn/images/102344/07/1023440782.jpg,http://sputniknews.cn/military/201710091023765479/,,,None,unknown,0,0,"dead:0, hurt:0"
36,2017-07-24 09:59,以色列坦克攻击加沙地带武装分子阵地 以回应火箭弹袭击,俄罗斯卫星通讯社特拉维夫7月24日电 以色列坦克攻击了加沙地带巴勒斯坦武装分子的阵地，以回应一天内第二次来自该地区的火箭弹袭击。,俄罗斯卫星通讯社特拉维夫7月24日电 以色列坦克攻击了加沙地带巴勒斯坦武装分子的阵地，以回应一天内第二次来自该地区的火箭弹袭击。,http://sputniknews.cn/images/102318/70/1023187015.jpg;http://sputniknews.cn/images/102317/97/1023179779.jpg,http://sputniknews.cn/military/201707241023187027/,,,None,unknown,0,0,"dead:0, hurt:0"
37,2018-01-09 18:45,叙政府军称以色列通过袭击叙利亚来支持恐怖分子,俄罗斯卫星通讯社贝鲁特1月9日电 叙利亚政府军司令部表示，以色列以火箭弹袭击叙政府军再次证明其支持在伊德利卜和大马士革郊区失利的恐怖组织。,俄罗斯卫星通讯社贝鲁特1月9日电 叙利亚政府军司令部表示，以色列以火箭弹袭击叙政府军再次证明其支持在伊德利卜和大马士革郊区失利的恐怖组织。,http://sputniknews.cn/images/102444/20/1024442028.jpg;http://sputniknews.cn/images/102444/00/1024440063.jpg,http://sputniknews.cn/military/201801091024442125/,,,None,unknown,0,0,"dead:0, hurt:0"
38,2017-10-02 21:02,2016-2017年最血腥的美国公共场所枪击案,不明人士在美国拉斯维加斯曼德勒海湾一家大型赌场附近开枪，造成至少50人死亡，200多人受伤。以下是2016-2017年在美国公共场所发生的血腥枪击案件。,不明人士在美国拉斯维加斯曼德勒海湾一家大型赌场附近开枪，造成至少50人死亡，200多人受伤。以下是2016-2017年在美国公共场所发生的血腥枪击案件。,http://sputniknews.cn/images/102286/07/1022860740.jpg;http://sputniknews.cn/images/102371/97/1023719758.jpg,http://sputniknews.cn/society/201710021023721523/,,,None,unknown,0,0,"dead:0, hurt:0"
39,2017-08-18 18:24,媒体：西班牙坎布里尔斯恐袭案一名伤者去世,俄罗斯卫星通讯社莫斯科8月18日电 据西班牙《每日新闻报》（El Diario）报道，该国坎布里尔斯恐袭案一名伤者去世。,俄罗斯卫星通讯社莫斯科8月18日电 据西班牙《每日新闻报》（El Diario）报道，该国坎布里尔斯恐袭案一名伤者去世。,http://sputniknews.cn/images/102339/07/1023390724.jpg;http://sputniknews.cn/images/102339/46/1023394631.jpg,http://sputniknews.cn/society/201708181023395155/,,,None,unknown,0,0,"dead:0, hurt:0"
40,2018-01-28 14:16,特朗普呼吁对塔利班及其支持者采取果断措施,俄罗斯卫星通讯社华盛顿1月28日电 美国总统特朗普1月27日发表声明，谴责在喀布尔发生的恐怖袭击，并呼吁国际社会采取果断措施应对塔利班及其支持者。,俄罗斯卫星通讯社华盛顿1月28日电 美国总统特朗普1月27日发表声明，谴责在喀布尔发生的恐怖袭击，并呼吁国际社会采取果断措施应对塔利班及其支持者。,http://sputniknews.cn/images/102452/65/1024526544.jpg;http://sputniknews.cn/images/102457/67/1024576790.jpg,http://sputniknews.cn/politics/201801281024577696/,,,,unknown,0,0,"dead:0, hurt:0"
41,2018-01-10 02:33,以总理：以色列帮助欧洲阻止发生劫机的大规模恐袭,俄罗斯卫星通讯社特拉维夫1月9日电 以色列总理内塔尼亚胡表示，该国情报部门已帮助其它国家阻止几十起可能发生的大规模恐怖袭击，其中包括飞机上的恐袭。,俄罗斯卫星通讯社特拉维夫1月9日电 以色列总理内塔尼亚胡表示，该国情报部门已帮助其它国家阻止几十起可能发生的大规模恐怖袭击，其中包括飞机上的恐袭。,http://sputniknews.cn/images/102425/32/1024253233.jpg;http://sputniknews.cn/images/102444/20/1024442029.jpg,http://sputniknews.cn/politics/201801101024445680/,,,,unknown,0,0,"dead:0, hurt:0"
42,2017-10-20 11:18,民调：美国人越来越担心对美核打击的可能性,俄罗斯卫星通讯社莫斯科10月19日电 据NBC电视台和调查猴网站（Survey Monkey）公司的民调显示，近3年来美国人越来越多地把对美国的核打击视作潜在威胁。,俄罗斯卫星通讯社莫斯科10月19日电 据NBC电视台和调查猴网站（Survey Monkey）公司的民调显示，近3年来美国人越来越多地把对美国的核打击视作潜在威胁。,http://sputniknews.cn/images/102375/46/1023754649.jpg;http://sputniknews.cn/images/102173/39/1021733988.jpg,http://sputniknews.cn/society/201710201023850690/,,,None,unknown,0,0,"dead:0, hurt:0"
43,2017-11-18 03:15,卡德罗夫邀请俄罗斯公民们前往车臣度新年,车臣共和国总统卡德罗夫在Telegram上写道：建议俄罗斯人不要前往“动荡不安的”欧洲度新年，而是希望他们前往高加索和贝加尔湖度新年。,车臣共和国总统卡德罗夫在Telegram上写道：建议俄罗斯人不要前往“动荡不安的”欧洲度新年，而是希望他们前往高加索和贝加尔湖度新年。,http://sputniknews.cn/images/102368/67/1023686763.jpg;http://sputniknews.cn/images/101724/22/1017242208.jpg,http://sputniknews.cn/russia/201711181024077779/,,,None,unknown,0,0,"dead:0, hurt:0"
